name,date,rating,review
Piemancer,"Apr 2, 2021",5,"In theory - this supposed to be the most sandboxy sandbox of them all. But sadly, this game feels like... job? I mean, I like always having something to do but in here it's just so forced and come on - artificial restrictions of the gameplay based on real life time? Who came up with this nonsense?
Get when discounted and play when you don't have anything engaging. A coffee break timewaster. This is what this game really is."
DieterU,"Apr 1, 2021",7,"Such an amazing game, but why do I get so burnt out? I don't know if it's my fault or the game's, but it definitely does negatively affect my feelings towards the game. Also there's just some small stuff that would make the game a lot more enjoyable that Nintendo just keeps on not implementing. Still really amazing though."
ShyKitty,"Mar 31, 2021",6,"My emotions has been a roller coaster ride with this game so far since I never experienced playing New Leaf. I've clocked about 150 hours into this game so this is my review so far:
The best way I can describe this game is that at times it feels like the Sims 4 but with animals. At times it can come off as just a choir and décor game were all you do is just the same thing day in and day out: go fishing, look for shells, sell or buy something, gardening, talk to neighbors who really don't have much of anything important to say.  It just comes off as very repetitive with extremely slow progress. The only reason I've clocked this many hours is because I started this game off with my fiancée at first, it was fun for a while until you notice that this game is not meant to be a two person player type of game. Who ever is first player, you will have to follow them around *everywhere* they go and if you don't then you will get poofed to the location that they are in.  This makes multiplayer extremely frustrating when you want to do two different things on the opposite side of the island cause it's impossible to do. One of you will just have to sit there and wait and occupy yourself with something in the immediate area first player is in until they decide to move. This game doesn't allow two or at least 3 different saves you are only stuck with one island, in my opinion, this was a terrible decision for this game and shouldn't have been done. My fiancée had lost interest at playing at one point since things were to slow to his liking, I continued playing but noticed I was getting no where with my island, not much of anything was occurring until I released my fiancée was still player one. I ended up deleting the first save and started fresh.

Once I started over, I noticed huge amount of  improvement. I noticed more bugs, got more land and started meeting more characters, so that is an upside. Now that I'm somewhere in the middle of updating my new island, I released  that you or your villagers can't interact with their surrounding, for the most part all of my villagers do is just walk around, talk to each other now and then, possible water the plants and that's it. Not once have a seen a villager or visitor go inside the museum, buy anything from the nook shop, you pretty much have to gift them everything. Some gifts that you gave them won't even be in theirs homes so it will be as if you never gave it to **** just depends on what the item is.  It would be nice if décor objects were interactable with my character and villagers, It's pretty to look at but just feels like pointless objects that do nothing but  lying around your island. I want more than just ""pretty to look at"" especially with a game like animal crossing.

Lacking the ability to evict certain villagers or decorate objects in this game is bothering when this entire game is about creating your own world.  I dislike that there is no option to go into town hall and evict a villager you no longer want on your island, your forced to be mean or isolate them in hopes of them wanting to move but there's no telling when that will occur same with waiting for a visitors to arrive at the campsite. It's also disappointing that you can't recolor store items or balloon gifts cause they may already come with variations, the only thing you can recolor is DIYs you make which is restrictive for no reason. Tools constantly breaking after a couple hits is huge annoyance! Recrafting the same **** over and over again is not fun after the 100th time, especially when you're adding iron to the object- it should last longer than that!

The game also has a huge problem with regeneration! I can't tell you how many times I have collected a bunch of fossils only for Blathers to tell me that one (sometimes NONE) out of many fossils I had over to him are good cause they are already in the freaking museum! Why is the island regenerating the same damn fossils!? This problem is also occurring with bottle and balloon DIYs and Nook Mile ticket islands that end up wasting 2,000 miles on cause it's the SAME empty island I've already gone to before despite them saying you can't ever visit the island again? I have yet to find any new villagers at my campsite or any of these islands. It makes traveling frustrating and not worth it at times.

This issue of blocking certain islanders to maintain 10 only caused Leif to stop showing up entirely. For the first time ever, I had to time travel (changed my time zone to Honolulu) just to get him to finally show back up again since the last time I had seen him was a while ago.  I'm still playing, I paid for this game so i want to see what happens next but there's room for tons and tons of improvement."
TropicalNayr,"Mar 29, 2021",9,"I would give this a 92%
This is a nice calm game to play solo
but the thing is if you have the same console and you want to start a new island on a new account you have to restart which is annoying they should give you a option but besides that it is a good game!"
Dufflad,"Mar 29, 2021",10,I've been playing Animal Crossing games since the very first. New Horizons is better in countless ways. New Leaf is the only other game I can think that had a handful of features that I wished made it to New Horizons. I'm over 100 hours in and still loving it.
muzmuz,"Mar 28, 2021",4,"No cooking/eating in a game like this? Horrendous. Animal Crossing: New Horizons sports a disappointing amount of content, absolutely unrepresentative of its steep price tag. Don't get me started with that one island per console and severe limitations on other users hogwash. I've never seen save files handled on any game as badly as this; not to mention this is a first-party title on a console, which makes it even worse."
schloobysclerm,"Mar 26, 2021",0,"This game and what is behind it is honestly appalling. Of course there's the one-island-per-console thing, which is terrible, but the game itself is just not what the Animal Crossing series is supposed to represent. The villagers have been completely sidelined and now do nothing to contribute to the game, repeating the same happy-go-lucky lines over and over. What happened to the sass? The gossip? And what happened to being part of a community? Now the main focus is showing off your island, but the game can't even do that right because of the horrible quality of life, such as the aforementioned island limitation as well as every minute task taking forever to do. Post-launch support has been revolting, and a year later this game still lacks most of the content of the previous titles. The developers refuse to listen to any gripes players may have, and do the bare minimum to constitute the game being $60, because they don't have to care because of how well this game sold. If you like the Animal Crossing series please DO NOT CONTINUE TO SUPPORT THIS GAME."
francisjairam12,"Mar 24, 2021",6,"First things first let me just be clear here. I've been playing this game since the day it first came on March 20, 2020 so I have seen every single thing that the game has to offer. I do not hate New Horizons its still a good game despite the flaws it has. So anyways I feel stuck on what to do next? I completed my museum (all fossils, sea creatures, bugs, fish, statues, and paintings), terraformed my island the way I wanted it to be, and got the villagers that I wanted so now I am just asking myself ""what do I do now?"". This question has been bothering me for the longest time.

I seen all the events and they were fun for the time and whenever there was new stuff added I would be interested and try it out and then after about a day I get bored so quickly. I try to motivate myself to keep playing daily but it just doesn't feel good anymore. I have a lot of Nook Miles which I probably am not going to use given that I already finished hunting for villagers using nook mile tickets and I got amiibo cards last year. I guess what I'm trying to say is the game just feels stale and really lacks longevity. If anyone asks I did time travel. Only because it just took too long to like order stuff from the Nook Shopping and you are forced to wait a day until it comes tomorrow which was getting pretty annoying. I did the same thing when first building bridges and inclines when I was still making my island last year.

Ihis game feels like a Happy Home Designer 2.0 where it focus a lot more on designing rather than building a community. I try to feel more relax in New Horizons but because of how terrible the Villager dialogue is I just cannot do it. I took a break from this game, came back hoping something actually would happen for the 1 year anniversary but nope all I got was a cake and the villagers just repeat the same topics."
Billy368,"Mar 23, 2021",1,"This game is pointless and stupid.  I don’t understand why the reviews are so good.  Progression is slow.  The tasks are repetitive.  No sense of accomplishment.  If you like spinning in circles for hours, then you’ll like this game"
kalequail,"Mar 23, 2021",0,"One year later, I still find this game a disappointment compared to its previous games in the series. Characters are boring, the island is boring without stores or any tasks. Crafting tools is tedious. Too much emphasis on customization without backing it up with all the features that usually make this series worthwhile. It hurts to rate this a 4 but with limited updates for holidays that should have been in the game since release. It just feels like this game was never finished. Waited a year in hopes things would get better but it doesn't seem like it is."
nicoleb90,"Mar 22, 2021",0,"Not worth the buy unless your a rich person. Sharing one island with other people can get really annoying, especially when you want to progress but you can not without the island owner progressing first. Its a huge waste of money, and Nintendo is just trying to take all your money from you."
ladiebird,"Mar 20, 2021",6,"I recently restarted my island after dropping off from the game around June last year and am enjoying it again so far, collecting all the bugs and fish and sea creatures and moving islanders in. It's a beautiful game, and I really enjoy the landscaping and creative freedom you have when creating your island. Unfortunately, after you finish building, there's nothing very worthwhile left to experience. I think this is why I stopped playing originally.

Compared to previous games, the events are much more focused around collecting items/DIYs than interacting with your villagers and the special visitors. As a result, every seasonal event feels sort of the same. The villagers themselves are also super boring to interact. At first, they give you tasks, but as you progress that seems to stop. Even then, the number of tasks you get isn't comparable to previous entries at all. It is very much unlike the previous games in that regard, where helping your villagers felt like a focal point. Villagers of the same personality also feel very similar. I think this is because they tend to talk about what you did yesterday, rather than asking questions or talking about themselves. I've heard this is because of the way dialogue is prioritised, not because it's limited.

The incremental updates have improved the game over time and kept things interesting, and since Nintendo says the game should have a 3 year lifespan, we can probably expect more. Long story short, if you like the idea of designing and collecting (bugs, fish, fossils, art, DIYs, items etc), buying New Horizons is well worth the time and enjoyment you'll get out of it. If you prefer the older games because of the dynamic interactions you get with villagers, or New Leaf for the interesting/varied seasonal events, maybe skip this one out."
Demonrex,"Mar 20, 2021",9,"It is a perfect life sim game with one substantial drawback - if you own only one switch console there is no way to create more than one island. It does not affect me, because even if there was an option to start separate island, I would not like to do so. However, there should be an option.
And only because of that I rate this game 9/10. Overall it is very solid game, that I recommend to anyone."
PiePad,"Mar 17, 2021",9,Esta divertido y todooo eso mi unico problema es el crafteo de objetos es lo que no me gusta del juego fuera de todo eso para mi esta bien
hknyrbkn,"Mar 16, 2021",5,"So I had written another review where I gave Animal Crossing: New Horizons a score of 10. On the anniversary of the game, I lower it back to 5 as the developers did NOT deliver the updates that they had promised. The game is barren, and nothing changed since last March when the game launched. For a long-term game like ACNH, this is unacceptable. Update by update, it just got more boring."
Loozer,"Mar 11, 2021",10,The game has a slow start but after playing it for 3 weeks now and I am addicted to it. Even if I have nothing to do I'm still playing just walking around.
Reefyza52,"Mar 10, 2021",10,"Gameplay:
Animal Crossing New Horizon is a life simulation game based On a world full of cute animals. Your goal in this game is to build a house, craft tools, and beautify your tropical island. You have to borrow the "" Bell "" which is the currency in this game from Tom Nook to pay the debt, players can get from doing a variety of in-game activities.
This game is based on real-time on doing the activity on the islands every activity takes time to finish. It has a free play style. You can start by building a house, decorate a garden, go fishing and do gardening or catching insects, and others. The game also has upcoming events to explore based on real-world events. Animals in your village can interact with you on your island which is the charm of this game.
The game also features seasonal events like the previous ones, such as winter or summer, with different fruits or fish and insects.  You can also be able to select the region of your island which will affect the environment in the game. The uniqueness is that players can choose the location of their neighbor's home. Of course, players can be able to bond with their neighbors by interaction, and it will result in the acquisition of cool items and the events that will occur.
Animal Crossing New Horizons also has an online feature system where you and your friend's island. You can do activities together which makes the game even more fun. We have the ability to customize the island with the Terraforming feature which is a new system in the Animal Crossing franchise.

Graphics:
The arrival of Animal Crossing New Horizons on Switch comes with great graphics performance. Because a hybrid console specification makes it perform much better than the previous games. The graphics in the game still come in the same style that looks lovely. The character design is not different from the original, but it is cute and looks very good, and has always been unique to the Animal Crossing series. The game has a very nice color scheme in design that is pleasing to all ages. The camera angle in the game can be adjusted a little.

Soundtrack:
Nintendo has brought the talented team of musicians behind Animal Crossing: New Horizons' music back together for a beautiful acoustic performance with the stylish tropical life simulator's soundtrack that includes more than the 96 K.K. Slider songs that players can collect and listen to.

Overview:
Animal Crossing New Horizon is very free. This game can be very enjoyable when we have to stay at home to enjoy an island full of activities to do. This game can still play for years without the same boredom. Even though the game pace looks a bit slow, there is a lot of hidden stuff in the game to unlock waiting for you to explore."
omniface,"Mar 7, 2021",10,"acnh

pros
- great music
- near perfect diy mode
- kept bell service is gold
- perfect fishing system

cons
expensive items and terrible resident services
but every other thing fully makes up for the cons"
Pand4th,"Mar 4, 2021",9,"It's an amazing game - such a shame that people who enjoy the game give it bad reviews for lacking a feature they'd want in.

Don't be fooled by the mixed user reviews - it's an amazing game that made my Quarantine and Corona times enjoyable - time was basically melting away - even though I'm more of a pro gamer... and yet I enjoy the heck out of this casual game"
Geek_In_Red,"Mar 1, 2021",0,"The game reminds me of the much-needed escapism Captain America provided to children and soldiers alike during WWII. The game is perfect other than the fact that Nintendo is making me share my island with my family. I wish island sharing was optional. If this is changed in future updates, I will change my ranking to 10. I don't understand why Nintendo is so anti-fun and has to backtrack on anything good they do. The sharing has gotten so bad, that my sister removed me from our island on this game Nintendo charged $60 for and I can't play it anymore."
Fluffito,"Feb 28, 2021",3,"Cute, fun, laid-back time-filler. Bad value proposition, however. Not a great deal of content for the price.

Passing events/occurrences is frustrating. Missing (not being able to experience at all due to time/schedule constraints) meteor showers and more is a bother.

RNG with Redd’s artwork is especially bad."
winterkitten,"Feb 25, 2021",9,This is a great game for all the people who think the one island thing is dumb. It's been this way for a while.
Mayorzero1111,"Feb 24, 2021",10,"Es una delicia. El juego explota su genero al 100% salio el 2020 un año de pandemia donde todos pudimos encontrarnos con nuestros amigos por este juego, las notas 0 son de pura envidia, no le haga caso a estos gringos SONYERS borregos del amo sony, que nunca tendrán un juego así en su consola."
Shadowsky101,"Feb 21, 2021",10,A very good game and came in the perfect timing. I can‘t stop playing this game!
Zaneder,"Feb 18, 2021",1,"I bought this game so my girlfriend and I could enjoy some quality, relaxing time under the covers together and play some video games. The idea of creating our own island sounded amazing! But the way couch coop is implemented is utterly terrible."
Drewmeadyy,"Feb 18, 2021",8,"I love animal crossing New Horizons so many gameplay features that keeps you engaged for hours on end, the charms and the cuteness of the animals is so heart-warming. After completing the storyline there is sadly little to do but still well worth the experience. Alas 8/10 a great addition to the animal crossing series."
thecasualgaymer,"Feb 16, 2021",4,"Animal Crossing is addicting and well made, but I am firmly of the belief that it is not ""good"". Lacking elements of both previous games and even the mobile game, this Animal crossing has placed all of its eggs into the crafting and island decorating basket.

It does a very good job and is very fun when you are crafting and decorating your island, but comes up tragically short everywhere else, feeling more like an addictive chore than any of its predecessors."
RianJohnson15,"Feb 15, 2021",7,"It's a well-made game though. I love how well detailed this game is, and everything you do before you get a 4-star island feels rewarding.  However the amount of activities feel so limited compared to New Leaf and GCN. Everything feels repetitive from the announcements to the villager dialogue. Also, the multiplayer **** and one island per console feels suspicious. It isn't like Wild World and its Spinoffs, but it isn't Top 3 best though."
Amajo,"Feb 15, 2021",5,"I was very hyped about this game in first month of playing. After several house and shop upgrades game became more boring. Repetitive announcements without good info like weather, who is at island, same route everyday and talking with villagers is not really entertaining-repetitive conversations. I'm stuck in lack of ideas for decorating, I wish that there were more items.  Multiplayer is really irritating, when a player invites more than one player (freeze screen when one is leaving).

Loading screens when I see my face on switch screen make me think: What am I doing with my life?. Was that Nintendo goal?
If yes, then be happy, you made it."
snoycel,"Feb 13, 2021",7,"Overall it is a good game and a great entry point for those who are new to the series.
The art direction,  music and design screams polish. BUT for those who are familiar with the series this game will likely leave you disappointed because the content just isn't there to keep you entertained once you have gone through the new features."
junkykunky,"Feb 9, 2021",7,"This game would be a 10/10 if it wasn't for the fact the game is stretched along days and months just to get certain things done. I also don't appreciate how you have to pay for two separate switches, two separate games each costing 40$ and a Nintendo switch online membership. If you look past all of that the game can be really really fun especially with fishing, crafting and villagers. Not a perfect game though."
CRoger013,"Feb 7, 2021",10,One of my favorite animal crossing games! This is one of the best Nintendo switch games from 2020
NedLeon,"Feb 7, 2021",0,1 Island per switch is anti-consumer design and a manipulative greedy business practice that should firmly rejected.
Vatsugt,"Feb 5, 2021",10,He gastado 270 horas en este juego en los últimos 2 meses... creo que eso explica mi gusto :)
wydy,"Feb 4, 2021",5,"There are only two kind of reviews here. The ""only one island per console"" critic and the people who love the game.

But I think that's not the only problem with the game. From my side there are two huge problems with the game.

You can't do really much on your island. You're possible actions on the island are extremely limited and the size of the island is small. There isn't much discover on your island. The game seems to miss a lot of feature to keep you interested for a longer time to play. Sure there are other Islands to discover, but they are randomly generated, small and don't add something new. They're just like your island with the same actions to do.
You can't plant different vegetables/fruit and farm it. You can't have animals for milking. There are Apple trees. But you can't make apple juice or marmalade. You can only pick up the apples and sell it. There aren't secret dungeons to discover, mysteries to solve. You can craft new items and furniture, but they're mostly only cosmetic and don't add new features. There is no discovery or crafting system to keep you interested.

They added a real time day. So it's always the same date and time as in real life. You can't go to sleep and wake up on the next morning in the game. That add a huge time-sink in the game. You can play about 15min and then your daily ""work"" on the island is done and you have to wait till the next day. The same with the seasons, you have to play for a year to see every season in the game.

From my point of view, the game seems unfinished and miss a lot of features to keep you interested for a longer period of time"
BennyDahBoi,"Feb 3, 2021",7,"An interesting introduction for me to the Animal Crossing franchise, but a forgetful one at times..

I was browsing in a store one day with my family till I saw the Animal Crossing game on the shelf. Hearing everything that was great about the game, I thought I would give it a go. I absolutely loved the first few weeks of playing, with tutorials being idiot-proof whilst also bringing adventure to your mind, where you can ponder what is behind that river on your island.

I also absolutely loved the fact that you could buy tickets to visit new, intriguing areas where you can expand your own island's population from. The art style is very pleasing on the eyes and I the music when I boot up the game almost always gives me a joyous feeling. However, I rarely hear that music anymore...

After around 1 and a half months of playing, I just stopped. I had accomplished everything I had wanted to, bridging to new areas, getting nicer equipment and upping my population. I had realised then that the game mostly was about collecting and decorating. It just did not feel satisfying when I placed a piece of furniture or caught a new fish where a few more pixels where coloured than the other fish I caught 2 minutes ago.

A few days ago, my sister wanted to hop on and play, but little did we know, a 1 island per console restriction permitted that.

Another drawback was the date and time ""hacks"" everyone pulled off with the reselling of turnips, that ruined a lot of fun when friends would just visit me and drop money everywhere whilst I wanted to catch fish and earn bells the legit way.

Overall, this Animal Crossing game can be quite flawed in some ways but I did enjoy my time while I found it fun. I recommend it still as games with stories can take tens of hours to finish until you stop playing, whereas with this game, HUNDREDS of hours can be put in and you can still be having the time of your life!"
rschaper,"Feb 2, 2021",0,"RIPOFF! $60. for a one-person game. Can't even buy and use another. No idea my wife wouldn't get her own experience crafting and controlling development. My gosh, you can have multiple users in Breath of the Wild which is magnitudes more complex. This is easily solvable and simply unforgivable."
Polarisao,"Feb 1, 2021",5,It shouldn't get the praise it gets - Its a very basic game which can be easily outmatched by a number of life games on the switch. That's why I give it a 5 because the novelty wears off fast and hard and I haven't touched the game since. Won't be buying again
Simpson_761,"Jan 31, 2021",5,Not allowing more than one save file per switch? Forcing to time gate you in a paid title? Why can Nintendo be allowed to get away with things like this when Xbox and Playstation would be HATED for doing similar things?
BoredShorts,"Jan 31, 2021",0,Wanted to have a go at my sons game. Couldn't play without crashes his island. I'm not buying a second console just to experience a solo game each. Trying to extort switch sales by limiting functions in their games. Tut-tut Nintendo.
Hazyskyy,"Jan 28, 2021",0,"Limiting the game to one island per switch is ridiculous. Nintendo just keeps getting more mediocre and greedy instead of getting better. There is no good reason for this limitation,  hope y'all fix it cause this is effed up."
Volkagen,"Jan 28, 2021",3,"It's just boring, progress is slow and a couch co-op mode is made in the worst way what you can think about. There isn't a split screen just one lead player and rest of them need to follow. Only one have access to equipment. It is just terrible experience. Even if you want to fish with other... You can't because usually there is just one fish on the screen which you can get."
miguelsgamingch,"Jan 27, 2021",9,"This is the best one yet in the animal crossing series.
I Like it so much, I like roleplaying at my island as a country and I'm the president lol
There is 1 Con tho, this is why I put a 9 instead of 10.
You Need Nintendo Online To Travel to my friends island."
MrGreen3339,"Jan 26, 2021",4,"I play solo so I don't care about the 1 island per console thing, and it's been done to death already so let's talk about the game's other glaring flaws.

- The dialogue is repetitive and uninteresting across the board. It makes me want to skip NPC text and makes villagers feel like decorations rather than actual people.
- Early game progression is so linear. Your early villagers are selected from 2 personality pools rather than from all villagers.
- The music is very forgettable outside of the K.K. Slider songs (which arguably don't count due to all but 4 of them returning from previous games) and the main theme.
- There's only 1 shop upgrade, despite the older titles having 4 upgrades.
- Content is drip fed through updates rather than being available from the start, which brick walls you if you finish the new content too fast.
- So many classic NPCs are gone for no reason.
- Crafting is cumbersome and feels unneeded after a while.
- The whole game feels like it's focused on being a sandbox instead of a life sim.

Seriously, if you have a 3DS, buy New Leaf instead. It's better in basically every way and is significantly cheaper. Or just emulate the older ones"
Anaotaku,"Jan 24, 2021",10,Just love it I LOVE IT IT'S AWESOME I'M IN LOVE OMG IT'S SO COOL REALLY THAT'S SO COOL I RECOMEND IT
Sciza,"Jan 23, 2021",9,"BEST animal crossing game so far. period. very entertaining and calming to play, I love it"
Cybercrox,"Jan 21, 2021",0,"Extremely disappointed with Animal Crossing: New Horizons. We bought this game thinking the whole family could play. Turns out only one person can truly play. Secondary and any additional players on the island are not able to participate in the story line or further the game progress. If you are a secondary player, you are doomed to an existence of collecting junk and decorating your house. That’s it. Extremely boring. This game will be thrown on the junk heap of games that are never played. What a waste of money."
Cezico,"Jan 21, 2021",8,"A chill, slow, and relaxed experience that is a must in any casual gamer's collection. The slow pace admittedly isn't for anyone, but it's perfect to pick up for an hour each day and just explore your island."
Gontrand00,"Jan 20, 2021",7,"Being playing for more than a month and I like it. It's a relaxing experience.

Though. They **** need to fix the multiplayer thing, which is utterly trash and so disrespectful for nintendo's fan. I play solo so I don't care, and I will never pay for their online trash service. I would probably never have bought this game if it was to play with my friends or roommate (if I had one).

When I compare the first AC on GCN to this one, we can clearly see that there are improvements (fortunately, lol). But even if every single details are nice, I'm kinda worried that the interest will wear out in a month or two. Like every AC games. Which is sad because they really could find ways to update it and make it more enjoyable to play, with significant updates like in MMO games. But we know Nintendo, it's never going to be the case. We are going to have cheap updates every 4 months for Valentine, Halloween, Christmas, etc... and that's it. I got it for half the price so I don't really care, but this game is never gonna be worth the full price or the online membership to play with your friends.

So play it if you're solo and can have it for half the price, or just pass."
Muzak,"Jan 18, 2021",7,This is an amazing single player game. Unfortunately the truly lovely dev team didn't learn from other contemporary multiplayer games. You can't join your friends easily because there are 5 obnoxious hoops you have to jump through. Fix the multiplayer please! Have an app on the nook phone that just teleports you an online friend if they accept. There should not be such a tremendous roadblock even if they were trying to protect kids from online gaming or something.
FrostAwxYT,"Jan 16, 2021",5,"I like it, every day something different happens. But it kinda gets boring after time"
amin-Ra,"Jan 14, 2021",4,"This empty, life-less husk **** is an insult to the name Animal Crossing. Out of hundreds of NPCs with rich, vibrant (and seemingly unending) dialogue, New Horizons gives us a handful who say something different a grand total of one time a day. How anyone who was a real animal crossing fan did not immediately storm this developer’s headquarters and spit on their placard is beyond my understanding. Go look at your town. It’s very pretty, fancy, and oh-so- Minecraft????  Customization is great but these NPCs (a large part of what made the older games so fun) have no soul. I’m sure marketing made a great pitch for online play and yadda-yadda but how no one brought up the fact that this game is primarily going to pique the attention of a niche audience who has been waiting for years and who did not go ga-ga for online play (mostly because it largely didn’t exist on this platform) is also baffling. I hope that future updates will fix this glaring issue but fear that even the most honed necromancy will not have the juice to bring our islands to life."
Jewboy1993,"Jan 14, 2021",2,"Stopped playing this game months ago after amassing 100's of hours and just getting bored.
Decided to start it up again today, to make a new island, to see whats new......couldnt bring myself to have to ""delete"" my old island.

**** you nintendo."
Caseydonelson9,"Jan 14, 2021",0,"The fact that nintendo will not budge on their stupid ""one island per console"" scam is disgusting. The november data transfer update still fails to negate the fact that you'd need TWO CONSOLES. Considering this game has spent it's whole existence in the covid crisis when people can't afford to feed their families letalone to go out and buy two or more $300 consoles... you would think the company could be a little less tone deaf. This puts Nintendo ahead of EA games when it comes to corporate greed. They already have a monopoly on many of the most popular IPs in video gaming..."
Azvd,"Jan 11, 2021",0,"Nintendo, the company that we love that also hates us, really stupid decision for an island per console. I'm feeling robbed."
Fauz1,"Jan 11, 2021",10,"This game is great and although there are some problems, such as the island resident and a few others,  it´s still a great game."
Sultan88,"Jan 10, 2021",9,"In my eyes, this game is near perfect. Granted, I don't have the gripes other people have with the game as I've spent most of the game playing on my own so far (girlfriend is getting a switch this week). The progression is not a big issue, it keeps me coming back to the game every day. There's not always a ton of stuff to do everyday, which is one of my issues, but there's enough going on to keep you coming back and coming back each day.

Villagers feel reasonably alive and you actually begin caring about them, giving and receiving gifts is a nice touch. I also started out with a sisterly villager (Rocket) who always seems to give me recipes and gifts when I'm having trouble. For a lot of people this is the game that got them into Animal Crossing (it certainly is for me), and I don't think that's a problem at all as the game lays out a lot of the groundwork for you and explains a lot of the ins and outs fairly quickly. There is definitely some figuring out to do and that's fine.

Maybe the one island thing will become a problem for me in future, but at the moment it's not and I'm rather enjoying logging in every day and seeing what's new and what's going on. If you have your own Switch to have by yourself, I think you'll have fun with this game and get a lot of enjoyment out of it. For me it's a 9, for some others it might be a 5 (or lower) and that's perfectly fine. The gripes I've seen from others are legitimate, especially players who are sharing a switch as I can imagine that would get annoying so I'm not going to gloss over those but I will say it obviously hasn't been something that has affected me.

Where I think the game falls short from a 10 generally is there is a lot of waiting. Waiting can kill your enjoyment for that day and I've found myself quitting the game and waiting for the next day (which is occasionally 5am as I'm on Blathers' time). But with that said, I have logged into the game everyday since I bought it, and it's honestly a blast. 9/10 is a fair score for a game like this, at least in my opinion."
Fisstza,"Jan 10, 2021",9,"A great game and in my opinion the best animal crossing game ever. The graphics are a huge upgrade from its prequel and it offers almost everything an Animal Crossing game should have. In addition to this it also has an interesting setting and you can always find something to do. But although it is great I have two issues with this game: The lack of multiple islands on a single system have disappointed a lot of people and even though I am not bothered by it too much, because I have my own switch, I can definitely understand the criticism and my second issue is that I simply don’t enjoy talking to the villagers that much anymore. In past games villagers had more personality and could actually be a bit mean to you, in new horizons however I feel like the villagers are just always pretty nice and generic with sometimes lines repeating after you spoke to them a few times. In the predecessors I felt more attached to my villagers while in the current title they feel kind of bland and uninteresting. But despite those negatives it still makes a great game which I have put hundreds of hours into and is definitely worth it’s money. An outstanding experience but with a few drawbacks that don’t quite make it perfect in my eyes."
Novohart,"Jan 10, 2021",9,This game is super fun. But rate 0 for this game just because it have one island per 1 console isn't fair. I play alone so i haven't got problems with this.
ireneeegs,"Jan 9, 2021",0,"I've bought this game with my sister. Well, I thought it was me doing something wrong but now I see i'm not. The one primary residence per console is quite annoying. I'm extremely disappointed. Asking to fix it please!"
caysjose,"Jan 8, 2021",9,"Can you people give more fair score. Just because it upsetting you with that 1 system 1 island thing, everything else is bad so it's score 0"
leeaw,"Jan 8, 2021",6,"On one hand, I do truly adore this game. The ambiance is spectacular, the in-game holiday celebrations are something I genuinely look forward to, and the amount of connection I feel to my little town and villagers is a bit embarrassing, and seeing the community and creations within and surrounding this is fantastic. It's been genuinely helpful in establishing a routine while at home all day, and I owe it loads for that. On the other hand, I try to be objective on some level.
ACNH makes a number of significant improvements to player experience- but it stops so, so short. The one island per console restriction, the abysmal multiplayer that nearly (unintentionally) captures the absolutely dreadful, slow experience of going to a real airport, tool breakage that serves no gameplay purpose, excruciatingly slow animations for just about every action the player can preform, and so much more make this game so incredibly clunky. Nothing feels streamlined. Nothing feels good to interact with. The villagers have nowhere near enough dialogue to feel realistic, and at a point the gameplay loop gets extremely repetitive, and yet charm alone stops me from rating this any lower.
There's a lot to say about atmosphere in video games, and this is a prime example of the drastic effect it can have on games. If you're interested in a nice quaint experience, you should absolutely buy it. if you're looking for a good game, look elsewhere."
HeavyMachineGon,"Jan 6, 2021",9,"Switch+动森+Corona=2020，对的时间，对的作品。放在其他任何时候动森都达不到2020年的热度。
但还是有腻的一天，连续每天登陆，两个季节后（春夏）就开始觉得无聊，再也没有进去过。"
fprezgom,"Jan 5, 2021",0,"No more that already said. It is a fraud, 50€ for a solo game. Nintendo fix this soon or the animal crossing serie is dead. Why do you have an account engine in the console if you don’t use it?"
Jugglinretardo,"Jan 5, 2021",0,1 island per console ?? me and my girlfriend wanted to play this but can not afford 2 switch. will never buy anything nintendo related unless they change this. bad of nintendo to make easy money
david_0313,"Jan 5, 2021",8,"I love this game and I think it offers a great experience overall. Although I have a lot of problems with the game, I always come back to it and it's one of the game's that I enjoy the most. I'm really mad at a lot of the poor design decisions the game has and how it sometimes destroys the relaxing premise the game offers the player and how easy it would be to solve them, but at the same time I'm amazed at some things the game does, as I said before it keeps making me come back and a lot of times I'm just hungry for more things to do cause I love spending hours in this game even with the many concerns I have about it.

New Horizons only makes me hope for a future AC game with all the great NH has while also fixing all the bad that it has and adding even more to the formula respecting its original purpose. I CAN'T NOT recommend this game when it has given me over 450 hours of play time."
Davezzz,"Jan 4, 2021",10,"This game is a masterpiece, the best Animal Crossing. I just cant stop playing it."
aisacpr,"Jan 4, 2021",1,"Only the first resident on an island can progress un the history.

UNENJOYABLE FOR MULTIPLE PLAYERS IN ONE CONSOLE"
Arathorn81,"Jan 4, 2021",1,We are a household of 4 with small children. The 1 island scheme is irrational. From the game company that loved family environment you have created a destructive un fun and not nice game system for the family environment. A game i hoped would allow each person to express their individual creativity and share it with the family has denigrated into 1 family member having despotism over the shared experience. Way to make me regretting purchasing your product and losing faith in Nintendo.
nujji,"Jan 4, 2021",0,I bought this game for my 2 daughters cannot believe how bad the experience is for Player 2. Player 2 should be able to have their own island and be able to progress their own story. I regret buying this game
LisaCroft,"Jan 4, 2021",8,Animal Crossing: New Horizons hat 2020 definitiv ein ganzes Stück erträglicher gemacht.
